DATE,Chapter,Adm2,PROVINCE,Adm3,Municipality,Adm4,BARANGAY,SITE,FAMILIES,INDIVIDUALS,FOOD_TOT,EmRelief_TOT,Shelter_TOT,Ration_2day,Ration_2week,Blankets,MosquitoNet,Jerry_10L,Jerry_20L,PlasticSleepingMat,HygieneKit,KitchenSet,CleaningKit,Tarpaulin,Tent,SRK,BottleWater_1L,Tracing,PSP,HotMeal,PairSlippers,LoafBread,UsedClothes,BathSoap,CGI,Shampoo_2dozen,CashForRelief,Jerry_collapsible,Donor_NOTE,DONOR,PNS_name
11/8/13,Aklan Chapter,604,Aklan,60412,Malay,60412016,Yapak,Lamberto H. Tirol NHS,60,283,60,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/8/13,Aklan Chapter,604,Aklan,60412,Malay,60412016,Yapak,Eco Village Convention Center,90,352,90,0,0,90,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/8/13,Aklan Chapter,604,Aklan,60412,Malay,60412016,Yapak,DPWH Office,9,13,9,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/8/13,Aklan Chapter,604,Aklan,60412,Malay,60412016,Yapak,Ilig Iligan Shooting Range,17,122,17,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/8/13,Aklan Chapter,604,Aklan,60412,Malay,60412002,Balabag,Balabag Elementary School,109,1153,109,0,0,109,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/8/13,Aklan Chapter,604,Aklan,60412,Malay,60412002,Balabag,Diniwid Day Care Center,5,30,5,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/8/13,Aklan Chapter,604,Aklan,60412,Malay,60412002,Balabag,Bloomfield Integrated School,161,802,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
11/8/13,Aklan Chapter,604,Aklan,60412,Malay,60412002,Balabag,Malay Municipal Action Center,7,35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602009,Cadiao,,62,310,0,372,0,,,62,62,62,,62,62,62,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602010,Calapadan,,27,135,0,162,0,,,27,27,27,,27,27,27,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602013,Esparar,,210,1050,0,1260,0,,,210,210,210,,210,210,210,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602014,Gua,,234,1170,0,1404,0,,,234,234,234,,234,234,234,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602017,Igtunarum,,28,140,0,168,0,,,28,28,28,,28,28,28,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602022,Lanas,,26,130,0,136,0,,,26,26,6,,26,26,26,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602020,Ipil,,223,1115,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,446000,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602023,langcaon,,39,195,0,234,0,,,39,39,39,,39,39,39,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602024,Lisub,,157,785,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,314000,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602026,Mablad,,105,525,0,630,0,,,105,105,105,,105,105,105,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602030,Mayos,,43,215,0,258,0,,,43,43,43,,43,43,43,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602036,San Ramon,,33,165,0,198,0,,,33,33,33,,33,33,33,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602037,Soligao,,55,275,0,330,0,,,55,55,55,,55,55,55,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602039,Tig-alaran,,33,165,0,198,0,,,33,33,33,,33,33,33,,,,,,,,,,,,,,,,,,PNS,GRC
1/26/14,Antique Chapter,606,Antique,60617,Tibiao,60617019,Santo Rosario,,0,,0,0,197,,,,,,,,,,,,47,150,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/26/14,Antique Chapter,606,Antique,60617,Tibiao,60617018,Santa Justa,,0,,0,0,92,,,,,,,,,,,,6,86,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/26/14,Antique Chapter,606,Antique,60617,Tibiao,60617010,Natividad,,0,,0,0,98,,,,,,,,,,,,18,80,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/25/14,Antique Chapter,606,Antique,60617,Tibiao,60617014,San Francisco Norte,,0,,0,0,77,,,,,,,,,,,,6,71,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/25/14,Antique Chapter,606,Antique,60617,Tibiao,60617007,La Paz,,0,,0,0,104,,,,,,,,,,,,14,90,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602005,Biga-A,Big-A,60,300,0,360,0,,,60,60,60,,60,60,60,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,60602006,Binangbang,Binagbang,45,225,0,270,0,,,45,45,45,,45,45,45,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,#N/A,Martinez,,464,2320,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,464,,,PNS,GRC
1/24/14,Antique Chapter,606,Antique,60617,Tibiao,60617008,Malabor,,0,,0,0,196,,,,,,,,,,,,15,181,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/24/14,Antique Chapter,606,Antique,60617,Tibiao,60617002,Amar,,0,,0,0,111,,,,,,,,,,,,12,99,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/23/14,Antique Chapter,606,Antique,60617,Tibiao,60617017,Santa Ana,,0,,0,0,59,,,,,,,,,,,,20,39,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/23/14,Antique Chapter,606,Antique,60617,Tibiao,60617006,Importante,,0,,0,0,83,,,,,,,,,,,,0,83,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/23/14,Antique Chapter,606,Antique,60617,Tibiao,60617005,Esparagoza,,0,,0,0,35,,,,,,,,,,,,0,35,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/23/14,Antique Chapter,606,Antique,60617,Tibiao,60617003,Bandoja,,0,,0,0,23,,,,,,,,,,,,5,18,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/30/14,Antique Chapter,606,Antique,60602,Barbaza,#N/A,San Isidro,,231,1155,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,231,,,PNS,GRC
11/16/13,Antique Chapter,606,Antique,60602,Barbaza,60602024,Lisub,Lisub I and II Brgy. Hall,176,880,441,0,0,176,,,,,,,,,,,,,,,,,,265,,,,,,,,PRC,
11/18/13,Antique Chapter,606,Antique,60605,Caluya,#N/A,Panagatan Islands 1&2,Brgy Halls,800,4000,800,0,0,800,,,,,,,,,,,,,,,,,,,,,,,,,Boracay Stakeholders & PRC,PRC,
11/18/13,Antique Chapter,606,Antique,60605,Caluya,#N/A,Panagatan Islands 1,Brgy Halls,400,2000,400,0,0,400,,,,,,,,,,,,,,,,,,,,,,,,,Boracay Stakeholders & PRC,PRC,
11/18/13,Antique Chapter,606,Antique,60605,Caluya,#N/A,Panagatan Islands 2,,400,2000,400,0,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/25/13,Antique Chapter,606,Antique,60606,Culasi,#N/A,,,243,1215,243,0,0,,,,,,,,,,,,,,,,,,,243,,,,,,,,PRC,
11/13/13,Antique Chapter,606,Antique,60606,Culasi,#N/A,Batbatan & Mararison Islands,Brgy Halls,527,2635,527,0,0,527,,,,,,,,,,,,,,,,,,,,,,,,,Boracay Stakeholders & PRC,PRC,
11/13/13,Antique Chapter,606,Antique,60606,Culasi,60606005,Batbatan Island,Brgy Halls,263,1315,263,0,0,263,,,,,,,,,,,,,,,,,,,,,,,,,Boracay Stakeholders & PRC,PRC,
11/13/13,Antique Chapter,606,Antique,60606,Culasi,60606026,Malalison Island,,264,1320,264,0,0,264,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Antique Chapter,606,Antique,60614,San Remigio,#N/A,,Municipal Covered Court,126,630,192,0,0,56,,,,,,,,,,,,,,,,,,136,,,,,,,,PRC,
11/24/13,Antique Chapter,606,Antique,60617,Tibiao,#N/A,"San Isidro, Tuno",San Isidro and Tuno Brgy Hall,300,1500,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise English & PRC,PRC,
11/24/13,Antique Chapter,606,Antique,60617,Tibiao,#N/A,"San Isidro, Tugno",San Isidro and Tugno Brgy Hall,300,1500,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,Paradise English & PRC,PRC,
11/16/13,Antique Chapter,606,Antique,60617,Tibiao,60617017,Santa Ana,Sta. Ana Brgy. Hall,110,550,110,0,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/16/13,Antique Chapter,606,Antique,60617,Tibiao,#N/A,,,136,680,136,0,0,136,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/12/13,Antique Chapter,606,Antique,60617,Tibiao,60617019,Santo Rosario,Sto. Rosario Brgy. Hall,73,365,73,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/11/13,Antique Chapter,606,Antique,60617,Tibiao,#N/A,"San Isidro, Tuno",San Isidro and Tuno Brgy Hall,300,1500,300,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,Paradise English & PRC,PRC,
1/22/14,Antique Chapter,606,Antique,60617,Tibiao,60617012,Poblacion,,0,,0,0,365,,,,,,,,,,,,27,338,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/11/14,Antique Chapter,606,Antique,60602,Barbaza,60602035,San Antonio,,158,,0,1422,0,,,316,316,316,,316,158,,,,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/11/14,Antique Chapter,606,Antique,60602,Barbaza,60602033,Palma,,295,,0,2655,0,,,590,590,590,,590,295,,,,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/11/14,Antique Chapter,606,Antique,60602,Barbaza,60602032,Narirong,,36,,0,324,0,,,72,72,72,,72,36,,,,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/11/14,Antique Chapter,606,Antique,60602,Barbaza,60602012,Cubay,,182,,0,1638,0,,,364,364,364,,364,182,,,,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/11/14,Antique Chapter,606,Antique,60602,Barbaza,60602004,Beri,,246,,0,2214,0,,,492,492,492,,492,246,,,,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/19/13,Antique Chapter,606,Antique,60617,Tibiao,60617012,Poblacion,,755,,0,1510,755,,,709,,755,,46,,,,755,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/18/13,Antique Chapter,606,Antique,60617,Tibiao,60617016,San Isidro,,231,1155,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,231,,GRC,PNS,German Red Cross
12/17/13,Antique Chapter,606,Antique,60617,Tibiao,60617017,Santa Ana,,131,,0,262,262,,,,,262,,,,,,262,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/17/13,Antique Chapter,606,Antique,60617,Tibiao,60617006,Importante,,285,,0,570,570,,,,,570,,,,,,570,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/17/13,Antique Chapter,606,Antique,60617,Tibiao,60617005,Esparagoza,,87,,0,174,174,,,,,174,,,,,,174,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/17/13,Antique Chapter,606,Antique,60617,Tibiao,60617003,Bandoja,,167,,0,334,334,,,,,334,,,,,,334,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/17/13,Antique Chapter,606,Antique,60617,Tibiao,60617009,Martinez,,469,2345,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,469,,GRC,PNS,German Red Cross
12/16/13,Antique Chapter,606,Antique,60602,Barbaza,60602020,Ipil,,223,1115,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,223,,GRC,PNS,German Red Cross
12/16/13,Antique Chapter,606,Antique,60602,Barbaza,60602024,Lisub,,157,785,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,157,,GRC,PNS,German Red Cross
12/16/13,Antique Chapter,606,Antique,60617,Tibiao,60617008,Malabor,,633,,0,1266,1266,,,633,,633,,,,,,1266,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/16/13,Antique Chapter,606,Antique,60617,Tibiao,60617002,Amar,,209,,0,418,418,,,209,,209,,,,,,418,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/13/13,Antique Chapter,606,Antique,60617,Tibiao,60617015,San Francisco Sur,,420,,0,840,840,,,,,420,,420,,,,840,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/13/13,Antique Chapter,606,Antique,60617,Tibiao,60617014,San Francisco Norte,,365,,0,730,730,,,,,365,,365,,,,730,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/13/13,Antique Chapter,606,Antique,60617,Tibiao,60617007,La Paz,,266,,0,532,532,,,,,266,,266,,,,532,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/6/13,Antique Chapter,606,Antique,60617,Tibiao,60617019,Santo Rosario,,260,,0,260,260,,,,,,,,260,,,260,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/6/13,Antique Chapter,606,Antique,60617,Tibiao,60617018,Santa Justa,,306,,0,612,306,,,,,306,,,306,,,306,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
12/6/13,Antique Chapter,606,Antique,60617,Tibiao,60617010,Natividad,,196,,0,392,196,,,,,196,,,196,,,196,,,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
11/25/13,Antique Chapter,606,Antique,60606,Culasi,60606024,Lipata,Antique Red Cross Chapter,5,25,120,0,0,5,,,,,,,,,,,,,,,,,,115,,,,,,,,PRC,
11/22/13,Antique Chapter,606,Antique,60602,Barbaza,60602016,Igpalge,Igpalge Brgy. Hall,56,280,56,0,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/22/13,Antique Chapter,606,Antique,60602,Barbaza,60602011,Capoyuan,Capoyuan Brgy. Hall,367,1835,639,0,0,367,,,,,,,,,,,,,,,,,,272,,,,,,,,PRC,
11/21/13,Antique Chapter,606,Antique,60602,Barbaza,60602020,Ipil,Ipil Brgy. Hall,271,1355,620,0,0,271,,,,,,,,,,,,,,,,,,349,,,,,,,,PRC,
11/21/13,Antique Chapter,606,Antique,60602,Barbaza,60602027,Magtulis,Magtulis Brgy. Hall,115,575,311,0,0,115,,,,,,,,,,,,,,,,,,196,,,,,,,,PRC,
11/21/13,Antique Chapter,606,Antique,60602,Barbaza,60602016,Igpalge,Igpalge Brgy. Hall,243,1215,353,0,0,243,,,,,,,,,,,,,,,,,,110,,,,,,,,PRC,
11/20/13,Antique Chapter,606,Antique,60602,Barbaza,60602021,Jinalinan,Jinalinan Brgy. Hall,378,1890,554,0,0,378,,,,,,,,,,,,,,,,,,176,,,,,,,,PRC,
11/16/13,Antique Chapter,606,Antique,60602,Barbaza,60602034,Poblacion,Poblacion Brgy. Hall,349,1745,592,0,0,349,,,,,,,,,,,,,,,,,,243,,,,,,,,PRC,
11/16/13,Antique Chapter,606,Antique,60617,Tibiao,60617016,San Isidro,San Isidro Brgy. Hall,196,980,196,0,0,196,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/15/13,Antique Chapter,606,Antique,60606,Culasi,60606005,Batbatan Island,Brgy. Batbatan,737,3685,737,0,0,737,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/12/13,Antique Chapter,606,Antique,60617,Tibiao,60617012,Poblacion,Poblacion Brgy. Hall,16,80,16,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/10/13,Antique Chapter,606,Antique,60602,Barbaza,60602020,Ipil,Ipil Brgy. Hall,265,1325,265,0,0,265,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
11/10/13,Antique Chapter,606,Antique,60602,Barbaza,60602014,Gua,Gua Brgy. Hall,243,1215,243,0,0,243,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/14/14,Leyte Chapter,878,Biliran,87803,Cabucgayan,#N/A,(all barangays),,928,,0,6502,928,,,1857,,1861,,1856,928,,,928,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,#N/A,Naval,,15,,0,0,15,,,,,,,,,,,,15,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/3/14,Leyte Chapter,878,Biliran,87808,Naval,87808001,Agpangi,Agpansi,5,,0,0,5,,,,,,,,,,,,5,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808027,Sabang,,16,,0,0,16,,,,,,,,,,,,16,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808026,PADRE SERGIO EAMIGUEL,,20,,0,0,20,,,,,,,,,,,,20,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808025,Libtong,,22,,0,0,22,,,,,,,,,,,,22,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808024,LARRAZABAL,,55,,0,0,55,,,,,,,,,,,,55,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808023,Imelda,,31,,0,0,31,,,,,,,,,,,,31,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808020,Villa Consuelo,,34,,0,0,34,,,,,,,,,,,,34,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808019,Villa Caneja,,29,,0,0,29,,,,,,,,,,,,29,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808018,Talustusan,,32,,0,0,32,,,,,,,,,,,,32,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808017,Santissimo Rosario Poblacion,,10,,0,0,10,,,,,,,,,,,,10,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808015,San Pablo,,36,,0,0,36,,,,,,,,,,,,36,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808013,LUCSOON,,46,,0,0,46,,,,,,,,,,,,46,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808012,Lico,,27,,0,0,27,,,,,,,,,,,,27,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808009,Padre Inocentes Garcia,,29,,0,0,29,,,,,,,,,,,,29,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808008,HAGUIKHIKAN,,50,,0,0,50,,,,,,,,,,,,50,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808007,Catmon,,28,,0,0,28,,,,,,,,,,,,28,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/4/14,Leyte Chapter,878,Biliran,87808,Naval,87808005,Capiahan,,95,,0,0,95,,,,,,,,,,,,95,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/3/14,Leyte Chapter,878,Biliran,87808,Naval,87808022,Cabungaan,,8,,0,0,8,,,,,,,,,,,,8,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/3/14,Leyte Chapter,878,Biliran,87808,Naval,87808021,Borac,,26,,0,0,26,,,,,,,,,,,,26,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/3/14,Leyte Chapter,878,Biliran,87808,Naval,87808002,Anislagan,,11,,0,0,11,,,,,,,,,,,,11,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/30/14,Capiz Chapter,619,Capiz,61904,Dumarao,61904035,Taslan,,176,880,0,1056,0,,,176,176,176,,176,176,176,,,,,,,,,,,,,,,176,,,PNS,GRC
1/30/14,Capiz Chapter,619,Capiz,61904,Dumarao,61904038,Traciano,,263,1315,0,1578,0,,,263,263,263,,263,263,263,,,,,,,,,,,,,,,263,,,PNS,GRC
1/30/14,Capiz Chapter,619,Capiz,61909,Panay,61909034,Pawa,,688,3440,0,4128,0,,,688,688,688,,688,688,688,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Capiz Chapter,619,Capiz,61909,Panay,61909003,Agojo,,325,1625,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,325,,,PNS,GRC
1/30/14,Capiz Chapter,619,Capiz,61911,Pilar,61911006,Dayhagan,,323,1615,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,323,,,PNS,GRC
1/30/14,Capiz Chapter,619,Capiz,61913,President Roxas,61913013,Marita,,269,1345,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,269,,,PNS,GRC
1/30/14,Capiz Chapter,619,Capiz,61913,President Roxas,61913011,Madulano,,143,715,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,143,,,PNS,GRC
1/30/14,Capiz Chapter,619,Capiz,61913,President Roxas,61913002,Badiangon,,321,1605,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,321,,,PNS,GRC
1/30/14,Capiz Chapter,619,Capiz,61916,Sigma,61916005,Capuyhan,,147,735,0,882,0,,,147,147,147,,147,147,147,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Capiz Chapter,619,Capiz,61916,Sigma,61916005,Capuyhan,,127,635,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,127,,,PNS,GRC
1/29/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905009,Malocloc Sur,,177,,0,885,244,,,0,354,354,,0,177,,,177,0,67,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/29/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905008,Malocloc Norte,,344,,0,1376,475,,,0,344,688,,0,344,,,344,0,131,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/29/14,Capiz Chapter,619,Capiz,61915,Sapi-An,61915004,Bilao,,50,,0,450,69,,,100,100,100,,100,50,,,50,0,19,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/28/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905001,Agmalobo,,87,435,74,0,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/28/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905010,Matnog,,113,565,46,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/28/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905005,Cabugao,,202,1010,159,0,0,159,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/28/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905002,Agustin Navarra,,87,435,103,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/28/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905010,Matnog,,113,,0,565,156,,,0,226,226,,0,113,,,113,0,43,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/28/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905005,Cabugao,,202,,0,1010,290,,,0,404,404,,0,202,,,202,11,77,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/28/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905002,Agustin Navarra,,87,,0,435,120,,,0,174,174,,0,87,,,87,0,33,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/28/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905001,Agmalobo,,87,,0,435,120,,,0,174,174,,0,87,,,87,0,33,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/27/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905014,Poblacion Sur,,101,,0,707,140,,,202,202,202,,0,101,,,101,0,39,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/27/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905013,Poblacion norte,,133,,0,931,184,,,266,266,266,,0,133,,,133,0,51,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/27/14,Capiz Chapter,619,Capiz,61917,Tapaz,61917043,San Miguel Ilawod,,80,,0,560,110,,,160,160,160,,0,80,,,80,0,30,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/26/14,Capiz Chapter,619,Capiz,61901,Cuartero,61901015,Malagab-I,,394,1970,394,0,0,394,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/26/14,Capiz Chapter,619,Capiz,61901,Cuartero,61901023,Mahabang Sapa,,164,820,164,0,0,164,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/26/14,Capiz Chapter,619,Capiz,61901,Cuartero,61901003,Agnaga,,162,810,162,0,0,162,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/26/14,Capiz Chapter,619,Capiz,61901,Cuartero,61901011,Lunayan,,162,810,162,0,0,162,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/26/14,Capiz Chapter,619,Capiz,61902,Dao,61902007,Daplas,,195,975,195,0,0,195,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/26/14,Capiz Chapter,619,Capiz,61905,Ivisan,61905006,Cudian,,125,,0,875,165,,,250,250,250,,0,125,,,125,0,40,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/26/14,Capiz Chapter,619,Capiz,61916,Sigma,61916016,Pagbunitan,,343,1715,343,0,0,343,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/25/14,Capiz Chapter,619,Capiz,61906,Jamindan,61906005,Agloloway,,130,650,130,0,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/25/14,Capiz Chapter,619,Capiz,61908,Mambusao,61908018,Najus-An,,89,,0,445,123,,,0,178,178,,0,89,,,89,0,34,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/25/14,Capiz Chapter,619,Capiz,61908,Mambusao,61908008,Bergante,,101,,0,505,147,,,0,202,202,,0,101,,,101,8,38,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/24/14,Capiz Chapter,619,Capiz,61908,Mambusao,61908002,Balat-An,,175,,0,875,242,,,0,350,350,,0,175,,,175,0,67,,,,,,,,,,,,,ERU Relief Benelux,IFRC,
1/24/14,Capiz Chapter,619,Capiz,61911,Pilar,61911026,Yating,,272,1360,272,0,0,272,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
