DATE,Chapter,Adm2,PROVINCE,Adm3,Municipality,Adm4,BARANGAY,SITE,FAMILIES,INDIVIDUALS,FOOD_TOT,EmRelief_TOT,Shelter_TOT,Ration_2day,Ration_2week,Blankets,MosquitoNet,Jerry_10L,Jerry_20L,PlasticSleepingMat,HygieneKit,KitchenSet,CleaningKit,Tarpaulin,Tent,SRK,BottleWater_1L,Tracing,PSP,HotMeal,PairSlippers,LoafBread,UsedClothes,BathSoap,CGI,Shampoo_2dozen,CashForRelief,Jerry_collapsible,Donor_NOTE,DONOR,PNS_name
1/30/14,Leyte Chapter,837,Leyte,83717,Dagami,83717025,Hinabuyan,,123,615,123,0,0,123,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/30/14,Leyte Chapter,837,Leyte,83717,Dagami,83717036,Panda,,76,380,76,0,0,76,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718001,Alegre,,214,1070,0,1284,0,,,214,214,214,,214,214,214,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718002,Arado,,86,430,0,516,0,,,86,86,86,,86,86,86,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718022,barbo,,222,1110,0,1332,0,,,222,222,222,,222,222,222,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718004,Batug,,141,705,0,846,0,,,141,141,141,,141,141,141,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718011,Camitoc,,75,375,0,450,0,,,75,75,75,,75,75,75,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718014,Del Carmen,,121,605,0,726,0,,,121,121,121,,121,121,121,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718016,Fatima,,175,875,0,1050,0,,,175,175,175,,175,175,175,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718021,Maricum,,62,310,0,372,0,,,62,62,62,,62,62,62,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718036,Sabang Daguitan,,116,580,0,696,0,,,116,116,116,,116,116,116,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718037,Salvacion,,320,1600,0,640,0,,,,,,,,320,320,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718030,San Miguel,,415,2075,0,2490,0,,,415,415,415,,415,415,415,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718043,San Vicente,,217,1085,0,1302,0,,,217,217,217,,217,217,217,,,,,,,,,,,,,,,,,,PNS,GRC
1/30/14,Leyte Chapter,837,Leyte,83718,Dulag,83718046,Victory,,156,780,0,936,0,,,156,156,156,,156,156,156,,,,,,,,,,,,,,,,,,PNS,GRC
1/29/14,Leyte Chapter,837,Leyte,83717,Dagami,83717008,Buntay,,220,,0,1980,220,,,440,440,440,,440,220,,,220,,,,,,,,,,,,,,,ERU Relief American,IFRC,
1/29/14,Leyte Chapter,837,Leyte,83717,Dagami,83717014,Calsadahay,,68,,0,612,68,,,136,136,136,,136,68,,,68,,,,,,,,,,,,,,,ERU Relief American,IFRC,
1/29/14,Leyte Chapter,837,Leyte,83717,Dagami,83717058,Cansamada West,,73,,0,657,73,,,146,146,146,,146,73,,,73,,,,,,,,,,,,,,,ERU Relief American,IFRC,
1/29/14,Leyte Chapter,837,Leyte,83717,Dagami,83717023,Hiabangan,,155,,0,1395,155,,,310,310,310,,310,155,,,155,,,,,,,,,,,,,,,ERU Relief American,IFRC,
1/29/14,Leyte Chapter,837,Leyte,83717,Dagami,83717028,Katipunan,,54,,0,486,108,,,108,108,108,,108,54,,,108,,,,,,,,,,,,,,,ERU Relief American,IFRC,
1/29/14,Leyte Chapter,837,Leyte,83717,Dagami,83717063,Sawahon,,98,,0,882,98,,,196,196,196,,196,98,,,98,,,,,,,,,,,,,,,ERU Relief American,IFRC,
1/29/14,Leyte Chapter,837,Leyte,83717,Dagami,83717054,Tagkip,,117,,0,1053,117,,,234,234,234,,234,117,,,117,,,,,,,,,,,,,,,ERU Relief American,IFRC,
1/29/14,Leyte Chapter,837,Leyte,83717,Dagami,83717056,Victoria,,109,,0,981,109,,,218,218,218,,218,109,,,109,,,,,,,,,,,,,,,ERU Relief American,IFRC,
1/29/14,Leyte Chapter,837,Leyte,83745,Tabango,83745013,Tabing,,225,,0,2025,225,,,450,450,450,,450,225,,,225,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/28/14,Leyte Chapter,837,Leyte,83717,Dagami,83717027,Hitumnog,,97,,0,861,93,,,194,186,194,0,194,93,,,93,,0,,,,,,,,,,,,,ERU Relief American,IFRC,
1/28/14,Leyte Chapter,837,Leyte,83717,Dagami,83717001,Abaca,,211,,0,1899,211,,,422,422,422,,422,211,,,211,,,,,,,,,,,,,,,ERU Relief American,IFRC,
1/28/14,Leyte Chapter,837,Leyte,83745,Tabango,83745004,Campokpok,,736,,0,5152,736,,,1472,,1472,,1472,736,,,736,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/28/14,Leyte Chapter,837,Leyte,83748,Tanauan,83748015,Cabuynan,,460,,0,4140,460,,,920,920,920,0,920,460,,,460,,0,,,,,,,,,,,,,ERU Relief American,IFRC,
1/27/14,Leyte Chapter,837,Leyte,83717,Dagami,83717061,Paraiso,,185,,0,1665,185,,,370,370,370,0,370,185,,,185,,0,,,,,,,,,,,,,ERU Relief American,IFRC,
1/27/14,Leyte Chapter,837,Leyte,83739,Palo,83739013,Castilla,,385,,0,3465,385,,,770,770,770,0,770,385,,,385,,0,,,,,,,,,,,,,ERU Relief American,IFRC,
1/25/14,Leyte Chapter,837,Leyte,83729,Leyte,83729006,Burabod,,97,,0,875,97,,,197,194,194,,193,97,,,97,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/25/14,Leyte Chapter,837,Leyte,83729,Leyte,83729011,Elizabeth,,84,,0,756,84,,,168,168,168,,168,84,,,84,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/25/14,Leyte Chapter,837,Leyte,83729,Leyte,83729022,Salog,,208,,0,1872,208,,,416,416,416,,416,208,,,208,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/24/14,Leyte Chapter,837,Leyte,83729,Leyte,83729012,Kawayan,,46,,0,272,46,,,91,,,43,92,46,,,46,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/23/14,Leyte Chapter,837,Leyte,83729,Leyte,83729027,Tinocdugan,,53,,0,318,53,,,106,,,53,106,53,,,53,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/23/14,Leyte Chapter,837,Leyte,83729,Leyte,83729014,Maanda,,22,,0,132,22,,,44,,,22,44,22,,,22,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/21/14,Leyte Chapter,837,Leyte,83729,Leyte,83729001,Bachao,,39,,0,273,39,,,78,,78,,78,39,,,39,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/21/14,Leyte Chapter,837,Leyte,83729,Leyte,83729004,Basud,,11,,0,77,22,,,22,,22,,22,11,,,22,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/21/14,Leyte Chapter,837,Leyte,83729,Leyte,83729009,Culasi,,51,,0,357,51,,,102,,102,,102,51,,,51,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/20/14,Leyte Chapter,837,Leyte,83729,Leyte,83729026,Tigbawan,,304,,0,2128,304,,,608,,608,,608,304,,,304,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/20/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738083,San Jose,,1326,6630,1326,0,0,1326,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/19/14,Leyte Chapter,837,Leyte,83729,Leyte,83729018,Palid I,,417,,0,2919,417,,,834,,831,,837,417,,,417,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/19/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738051,Don Felipe Larrazabal,,597,2985,597,0,0,597,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/18/14,Leyte Chapter,837,Leyte,83710,Burauen,83710017,Catagbacan,,34,170,0,0,34,,,,,,,,,,,,34,,,,,,,,,,,,,,PRC,PRC,
1/18/14,Leyte Chapter,837,Leyte,83710,Burauen,83710065,Tagadtaran,,37,185,0,0,37,,,,,,,,,,,,37,,,,,,,,,,,,,,PRC,PRC,
1/18/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738001,Alegria,,454,2270,454,0,0,454,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/16/14,Leyte Chapter,837,Leyte,83717,Dagami,83717031,Macaalang,,68,340,68,0,0,68,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/16/14,Leyte Chapter,837,Leyte,83717,Dagami,83717015,Caluctogan,,154,,0,1386,154,,,308,308,308,0,308,154,,,154,,0,,,,,,,,,,,,,ERU Relief American,IFRC,
1/16/14,Leyte Chapter,837,Leyte,83717,Dagami,83717031,Macaalang,,68,,0,612,68,,,136,136,136,0,136,68,,,68,,0,,,,,,,,,,,,,ERU Relief American,IFRC,
1/16/14,Leyte Chapter,837,Leyte,83729,Leyte,83729028,TocToc,,297,,0,2090,297,,,594,,605,,594,297,,,297,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/16/14,Leyte Chapter,837,Leyte,83739,Palo,83739002,Arado,,1,5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Kuwaiti Red Crescent,PNS,Kuwait Red Crescent
1/15/14,Leyte Chapter,837,Leyte,83725,Julita,83725014,Gitabla,,1,5,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Kuwaiti Red Crescent,PNS,Kuwait Red Crescent
1/15/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738005,Batuan,,245,1225,245,0,0,245,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait Red Crescent,PNS,Kuwait Red Crescent
1/15/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738011,Cagbuhangin,,597,2985,597,0,0,597,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/14/14,Leyte Chapter,837,Leyte,83717,Dagami,83717008,Buntay,,202,1010,202,0,0,,202,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/14/14,Leyte Chapter,837,Leyte,83717,Dagami,83717023,Hiabangan,,91,455,91,0,0,,91,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/14/14,Leyte Chapter,837,Leyte,83717,Dagami,83717025,Hinabuyan,,108,540,108,0,0,,108,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/14/14,Leyte Chapter,837,Leyte,83717,Dagami,83717036,Panda,,125,625,125,0,0,,125,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/14/14,Leyte Chapter,837,Leyte,83717,Dagami,83717063,Sawahon,,75,375,75,0,0,,75,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/14/14,Leyte Chapter,837,Leyte,83717,Dagami,83717056,Victoria,,97,485,97,0,0,,97,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/14/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738049,Dolores,,798,3990,798,0,0,798,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/14/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738088,San Pablo,,1310,6550,1310,0,0,1310,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/14/14,Leyte Chapter,837,Leyte,83748,Tanauan,83748015,Cabuynan,,380,,0,3420,380,,,760,760,760,0,760,380,,,380,,0,,,,,,,,,,,,,ERU Relief American,IFRC,
1/13/14,Leyte Chapter,837,Leyte,83717,Dagami,83717001,Abaca,,207,1035,207,0,0,,207,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/13/14,Leyte Chapter,837,Leyte,83717,Dagami,83717014,Calsadahay,,69,345,69,0,0,,69,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/13/14,Leyte Chapter,837,Leyte,83717,Dagami,83717058,Cansamada West,,75,375,75,0,0,,75,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/13/14,Leyte Chapter,837,Leyte,83717,Dagami,83717059,Capulhan,,94,470,94,0,0,,94,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/13/14,Leyte Chapter,837,Leyte,83729,Leyte,83729023,Sambulawan,,275,,0,1658,275,,,549,,18,266,550,275,,,275,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/13/14,Leyte Chapter,837,Leyte,83748,Tanauan,83748015,Cabuynan,,380,1900,380,0,0,380,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/12/14,Leyte Chapter,837,Leyte,83729,Leyte,83729007,Calaguise,,287,,0,1717,288,,,572,,2,290,572,281,,,288,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/10/14,Leyte Chapter,837,Leyte,83729,Leyte,83729017,Palarao,,625,,0,5782,625,,,1400,1253,1252,,1252,625,,,625,,,,,,,,,,,,,,,ERU Relief French,IFRC,
1/10/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738102,Tongonan,,596,2980,596,0,0,596,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait Red Crescent,PNS,Kuwait Red Crescent
1/10/14,Leyte Chapter,837,Leyte,83739,Palo,83739015,Gacao,,728,3640,728,0,0,728,,,,,,,,,,,,,,,,,,,,,,,,,Kuwaiti Red Crescent,PNS,Kuwait Red Crescent
1/9/14,Leyte Chapter,837,Leyte,83729,Leyte,83729010,Danus,,258,,0,2354,582,,,526,522,523,,522,261,,,436,,146,,,,,,,,,,,,,ERU Relief French,IFRC,
1/9/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738066,Manlilinao,,619,3095,619,0,0,619,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait Red Crescent,PNS,Kuwait Red Crescent
1/9/14,Leyte Chapter,837,Leyte,83739,Palo,83739005,Barayong,,326,1630,326,0,0,326,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
1/9/14,Leyte Chapter,837,Leyte,83739,Palo,83739002,Arado,,547,,0,4923,1065,,,1094,1094,1094,0,1094,547,,,547,,518,,,,,,,,,,,,,ERU Relief American,IFRC,
1/9/14,Leyte Chapter,837,Leyte,83739,Palo,83739032,Tacuranga,,472,,0,4248,918,,,944,944,944,0,944,472,,,472,,446,,,,,,,,,,,,,ERU Relief American,IFRC,
1/8/14,Leyte Chapter,837,Leyte,83729,Leyte,83729013,Libas,,411,,0,3669,1036,,,818,816,816,,819,400,,,723,,313,,,,,,,,,,,,,ERU Relief French,IFRC,
1/8/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738104,Don Potenciano Larrazabal,,265,1325,227,227,0,227,,227,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/8/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738071,Monterico,,310,1550,301,0,0,301,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/7/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738055,Hugpa,,200,1000,209,0,0,209,,,,,,,,,,,,,209,,,,,,,,,,,,,PRC,
1/7/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738114,Mabato,,350,1750,340,0,0,340,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
1/7/14,Leyte Chapter,837,Leyte,83739,Palo,83739028,San Isidro,,363,1815,363,0,0,363,,,,,,,,,,,,,,,,,,,,,,,,,Kuwaiti Red Crescent,PNS,Kuwait Red Crescent
1/7/14,Leyte Chapter,837,Leyte,83739,Palo,83739028,San Isidro,,360,,0,2880,652,,,720,720,,720,360,360,,,360,,292,,,,,,,,,,,,,ERU Relief American,IFRC,
1/6/14,Leyte Chapter,837,Leyte,83717,Dagami,83717004,Banayon,,323,1615,323,0,0,323,,,,,,,,,,,,,,,,,,,,,,,,,Kuwaiti Red Crescent,PNS,Kuwait Red Crescent
1/6/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738050,Domonar,,475,2375,475,0,0,475,,,,,,,,,,,,,,,,,,,,,,,,,Kuwait Red Crescent,PNS,Kuwait Red Crescent
1/6/14,Leyte Chapter,837,Leyte,83739,Palo,83739005,Barayong,,323,,0,2261,646,,,323,646,,323,646,323,,,323,,323,,,,,,,,,,,,,ERU Relief American,IFRC,
1/4/14,Leyte Chapter,837,Leyte,83739,Palo,83739017,Libertad,,804,,0,5628,1523,,,804,1608,,804,1608,804,,,804,,719,,,,,,,,,,,,,ERU Relief American,IFRC,
1/2/14,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738010,Cabulihan,,556,1843,556,0,0,556,,,,,,,,,,,,,556,,,,,,,,,,,,,PRC,
12/30/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738053,Esperanza,,300,1500,266,0,0,266,,,,,,,,,,,,,266,,,,,,,,,,,,,PRC,
12/30/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738096,Green valley,,350,1750,385,0,0,385,,,,,,,,,,,,,385,,,,,,,,,,,,,PRC,
12/30/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738071,Monterico,,286,2574,714,2574,714,,714,572,572,,572,572,286,,,500,,214,,,,,,,,,,,,,ERU Relief French,IFRC,
12/28/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738018,Curva,,935,4675,1014,0,0,1014,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/28/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738081,San Antonio,,503,2515,551,0,0,551,,,,,,,,,,,,,551,,,,,,,,,,,,,PRC,
12/28/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738079,Sabang Bao,,560,4480,560,4480,560,,560,1120,1120,1120,,1120,,,,560,,,,,,,,,,,,,,,ERU Relief French,IFRC,
12/28/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738077,"QUEZON, JR.",,304,2432,304,2432,304,,304,608,608,608,,608,,,,304,,,,,,,,,,,,,,,ERU Relief French,IFRC,
12/28/13,Leyte Chapter,837,Leyte,83748,Tanauan,83748032,MAGAY,,148,740,148,0,0,148,,,,,,,,,,,,,,,,,,,,,,,,,PRC,PRC,
12/27/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738100,Nueva Sociedad,,273,1365,273,1365,273,,273,546,273,546,,,,,,273,,,,,,,,,,,,,,,ERU Relief French,IFRC,
12/27/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738068,MAS-IN,,577,4616,577,4616,577,,577,1154,1154,1154,,1154,,,,577,,,,,,,,,,,,,,,ERU Relief French,IFRC,
12/26/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738098,Liberty,,289,1445,286,0,0,286,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/26/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738020,Dayhagan,,464,2320,464,2320,464,,464,464,464,464,,464,464,,,464,,,,,,,,,,,,,,,ERU Relief French,IFRC,
12/23/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738064,Mahayag,,201,1005,204,0,0,204,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/23/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738100,Nueva Sociedad,,,,0,0,214,,,,,,,,,,,107,,107,,,,,,,,,,,,,ERU Relief French,IFRC,
12/23/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738068,MAS-IN,,,,0,0,648,,,,,,,,,,,324,,324,,,,,,,,,,,,,ERU Relief French,IFRC,
12/21/13,Leyte Chapter,837,Leyte,83722,ISABEL,83722002,ANTIPOLO,,168,840,0,0,168,,,,,,,,,,,168,,,,,,,,,,,,,,,PRC,PRC,
12/21/13,Leyte Chapter,837,Leyte,83722,ISABEL,83722007,CAN-ANDAN,,88,440,0,0,88,,,,,,,,,,,88,,,,,,,,,,,,,,,PRC,PRC,
12/21/13,Leyte Chapter,837,Leyte,83722,ISABEL,83722018,SAN FRANCISCO,,251,1255,0,0,251,,,,,,,,,,,251,,,,,,,,,,,,,,,PRC,PRC,
12/21/13,Leyte Chapter,837,Leyte,83736,MERIDA,83736004,CALUNASAN,,217,1085,0,0,217,,,,,,,,,,,217,,,,,,,,,,,,,,,PRC,PRC,
12/21/13,Leyte Chapter,837,Leyte,83736,MERIDA,83736013,LUNDAG,,219,1095,0,0,219,,,,,,,,,,,219,,,,,,,,,,,,,,,PRC,PRC,
12/21/13,Leyte Chapter,837,Leyte,83736,MERIDA,83736023,MAT-E,,159,795,0,0,159,,,,,,,,,,,159,,,,,,,,,,,,,,,PRC,PRC,
12/21/13,Leyte Chapter,837,Leyte,83736,MERIDA,83736020,SAN JOSE,,121,605,0,0,121,,,,,,,,,,,121,,,,,,,,,,,,,,,PRC,PRC,
12/21/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738108,Alta Vista,,725,3625,637,0,0,637,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/21/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738078,RUFINA M. TAN,,,,0,0,676,,,,,,,,,,,338,,338,,,,,,,,,,,,,ERU Relief French,IFRC,
12/21/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738006,Biliboy,,,,0,0,420,,,,,,,,,,,210,,210,,,,,,,,,,,,,ERU Relief French,IFRC,
12/21/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738110,Bayog,,,,0,0,484,,,,,,,,,,,242,,242,,,,,,,,,,,,,ERU Relief French,IFRC,
12/21/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747097,Barangay 66-A,,353,,0,706,0,,,,353,,,,353,,,,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/20/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738095,Gaas,,,,0,0,126,,,,,,,,,,,63,,63,,,,,,,,,,,,,ERU Relief French,IFRC,
12/20/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738019,DANAO,,,,0,0,302,,,,,,,,,,,151,,151,,,,,,,,,,,,,ERU Relief French,IFRC,
12/20/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738093,CABINTAN,,,,0,0,466,,,,,,,,,,,233,,233,,,,,,,,,,,,,ERU Relief French,IFRC,
12/20/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747021,Barangay 103,,931,,0,931,0,,,,,,,,931,,,,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/20/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747113,Barangay 81,,185,,0,370,0,,,185,,,,,185,,,,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/20/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747130,Barangay 96,,1264,,0,1264,0,,,,,,,,1264,,,,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/19/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738075,Patag,,570,2850,633,0,0,633,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/19/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738084,San Juan,,,,0,0,772,,,,,,,,,,,386,,386,,,,,,,,,,,,,ERU Relief French,IFRC,
12/19/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747093,Barangay 63,,610,,0,1220,0,,,610,,,,,610,,,,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/18/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738052,Donghol,,608,3040,570,0,0,570,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/18/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738090,Valencia,,,,0,0,1402,,,,,,,,,,,701,,701,,,,,,,,,,,,,ERU Relief French,IFRC,
12/18/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747112,Barangay 80,,435,,0,660,435,,,,,,225,,435,,,435,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/18/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747094,Barangay 64,,561,,0,561,561,,,,,,,,561,,,561,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/17/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738106,GUINTIGUI-AN,,,,0,0,748,,,,,,,,,,,374,,374,,,,,,,,,,,,,ERU Relief French,IFRC,
12/17/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738017,CONCEPCION,,,,0,0,400,,,,,,,,,,,200,,200,,,,,,,,,,,,,ERU Relief French,IFRC,
12/17/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747129,Barangay 95,,827,,0,414,827,,,,,,414,,,,,827,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/17/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747109,Barangay 78,,446,,0,223,446,,,,,,223,,,,,446,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/17/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747110,Barangay 79,,443,,0,222,443,,,,,,222,,,,,443,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/16/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738058,Libertad,,1000,5000,1053,0,0,1053,,,,,,,,,,,,,,,,,,,,,,,,,,PRC,
12/16/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747149,Barangay 62-B,,914,,0,1371,914,,,,,,457,,914,,,914,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/16/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747081,Barangay 52,,300,,0,450,300,,,,,,150,,300,,,300,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/16/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747114,Barangay 82,,202,,0,303,202,,,,,,101,,202,,,202,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/16/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747141,Barangay 48-B,,138,,0,207,138,,,,,,69,,138,,,138,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/16/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747049,Barangay 27,,114,,0,171,114,,,,,,57,,114,,,114,,,,,,,,,,,,,,,ERU Relief American,IFRC,
12/14/13,Leyte Chapter,837,Leyte,83718,DULAG,83718041,SAN JOSE,,16,80,0,0,16,,,,,,,,,,,,16,,,,,,,,,,,,,,PRC,PRC,
12/14/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738057,Lao,,1140,2686,1926,0,0,1211,,,,,,,,,,,,,1211,,650,715,,,,,,,,,,PRC,
12/14/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738066,MANLILINAO,,,,0,0,782,,,,,,,,,,,391,,391,,,,,,,,,,,,,ERU Relief French,IFRC,
12/14/13,Ormoc Chapter,837,Leyte,83738,Ormoc City,83738099,LEONDONI,,,,0,0,318,,,,,,,,,,,159,,159,,,,,,,,,,,,,ERU Relief French,IFRC,
12/14/13,Leyte Chapter,837,Leyte,83747,Tacloban City,83747133,Barangay 99,,358,,0,537,358,,,,358,,179,,,,,358,,,,,,,,,,,,,,,ERU Relief American,IFRC,
